"","P1","P10","P2","P3","P4","P5","P6","P7","P8","P9"
"ENSMUSG00000087402",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087403",57,337,98,212,353,172,236.020184112289,273,310,269.003334503541
"ENSMUSG00000087404",14,2,31,5,3,6,2,7,3,1
"ENSMUSG00000087405",0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000087406",2,1,3,0,5,5,0,0,0,1
"ENSMUSG00000087407",0,1,0,1,0,0,3,1,1,1
"ENSMUSG00000087408",1,10,0,9,7.21391016357352,3.74735628777243,1.8708647828227,9,1.87184491354654,0
"ENSMUSG00000087409",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087410",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087411",1,0,0,0,0,1,0,0,0,0
"ENSMUSG00000087412",6.44676292402639,3.46350484528576,17.0659791827884,5.47786574220125,0.00918768082462275,8.86912175207698,8.85253665987412,10.3306471199807,4.80294780985121,21.2655959154051
"ENSMUSG00000087413",0,0,2,3,3,0,0,0,0,1
"ENSMUSG00000087415",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087416",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087417",0,0,0,0,0,1.59113294542945,0,2,4,0
"ENSMUSG00000087422",0,0,0,1,1,2,0,0,0,0
"ENSMUSG00000087424",13.0008511215218,55.8907038050376,10.7388576652311,20.0060778630864,39,28.0602789521011,44.7463343788263,64,44.4806823727154,35.1939267315844
"ENSMUSG00000087425",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087428",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087429",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087430",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087431",28,0,22,3,5,5,0,1,1,0
"ENSMUSG00000087432",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087433",5,11,5,9,20,17,19,9,14,11
"ENSMUSG00000087434",1,0,0,1,0,0,0,0,0,0
"ENSMUSG00000087435",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087436",6,12,2,8,6,7,16,8,5,9
"ENSMUSG00000087437",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087439",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087441",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087442",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087443",1,0,0,0,4,1,0,0,0,0
"ENSMUSG00000087444",0,1,4,1,0,1,0,0,1,0
"ENSMUSG00000087445",4,4,5,2,3,6,3,8,4,4
"ENSMUSG00000087449",2,0,1,0,0,0,3,0,0,0
"ENSMUSG00000087450",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087451",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087452",8,3,0,2,2,3,0,0,0,1
"ENSMUSG00000087454",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087455",1,2,2,16,5,7,12,6,8,1
"ENSMUSG00000087456",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087457",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087458",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087459",0,0,0,0,1,0,0,0,1,0
"ENSMUSG00000087460",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087461",0,1.01667474942745,0,0,0,0,0,0,0,2.00255564422806
"ENSMUSG00000087462",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087464",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087465",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087466",2,4,0,9,7,3,4,3,6,3
"ENSMUSG00000087467",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087468",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087469",1.00189747888405,0,0,0,0,0,0,0,1.00102313070007,1.00350982704212
"ENSMUSG00000087470",0,0,0,0,0,0,1,0,1,1.00276878961179
"ENSMUSG00000087473",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087474",0,1,1,0,0,0,0,2,1,0
"ENSMUSG00000087475",3,4,1,3,1,3,4,1,1,5
"ENSMUSG00000087476",11,12,6,12,33,18,18,9,15,13
"ENSMUSG00000087477",0,1,4,0,0,0,0,0,2,0
"ENSMUSG00000087478",0,1,1,3,4,9,2,5,3,4
"ENSMUSG00000087479",2,22,3,8,13,12,28,21,12,16
"ENSMUSG00000087480",5.00103589603654,6.02371566641228,14.0593318329002,14,8,8.02940083391364,8.04584153503284,13.0556534736203,14.0094797016294,1.01187302927648
"ENSMUSG00000087482",0,0,0,0,0,0,1.33030057104961,0,0,0
"ENSMUSG00000087484",2,0,3.33886246230116,3,1.17563033115909,3.24753712868311,3.18744154660168,2.04139624280164,2.11020601115124,4.19993669318805
"ENSMUSG00000087485",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087486",2,3,1,3,0,0,0,0,0,0
"ENSMUSG00000087487",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087489",0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000087491",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087492",0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000087495",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087496",0,0,2,1,3,1,0,0,3,1
"ENSMUSG00000087497",42,58,50,59,66,85,70,48,61,60
"ENSMUSG00000087500",1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087501",0,2,0,0,1,2.00011292005187,0,0,0,0
"ENSMUSG00000087502",0,1,1,0,1,0,0,1,0,0
"ENSMUSG00000087504",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087505",1,0,0,0,0,0,0,2,0,0
"ENSMUSG00000087507",0,0,1,0,4,2,1,2,0,2
"ENSMUSG00000087508",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087510",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087512",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087513",0,0,0.518495565870571,0,0.553329232815595,0,0,0,0.521663547590624,0
"ENSMUSG00000087514",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087515",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087516",4.01773470604085,14.0001557549171,1,6,14,8.00036694875826,12,7,12.0008017507334,7.00020206460379
"ENSMUSG00000087517",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087518",2,1,0,0,0,0,0,0,0,0
"ENSMUSG00000087519",1,4,6,9,2,1,3,3,7,0
"ENSMUSG00000087520",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087521",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087522",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087523",6,0,8,3,2,5,1,2,0,0
"ENSMUSG00000087524",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087525",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087526",1,0,2,0,1,2,0,0,1,0
"ENSMUSG00000087527",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087528",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087530",9.00044557331485,0,15.000450723015,3.00007242669894,2,1,0,0,2.0000248964493,0
"ENSMUSG00000087531",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087532",0,1,0,1,0,0,0,0,0,0
"ENSMUSG00000087534",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087535",2,13,5,9,12,7,9,7,12,9
"ENSMUSG00000087536",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087537",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087538",1,0,0,1,1,0,2,1,0,4
"ENSMUSG00000087539",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087540",0,0,0,1,0,0,0,0,1.00002853083208,0
"ENSMUSG00000087541",3,2,2,1,3,3,0,0,0,5
"ENSMUSG00000087542",0,1,1,0,0,0,0,0,1,0
"ENSMUSG00000087543",7,15,6,16,15,6,5,5,9,15
"ENSMUSG00000087544",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087545",0,0,1,1,3,0,0,0,0,0
"ENSMUSG00000087547",0,4,4,3,0,9,7,5,4,3
"ENSMUSG00000087549",0,0,3,2,1,3,0,1,0,0
"ENSMUSG00000087550",1.00026669591826,0,0,0.569466738031517,0,0,1.07288525382304,0,0,0
"ENSMUSG00000087552",0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000087553",0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000087555",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087556",0,3,0,0,1,0,0,0,0,0
"ENSMUSG00000087559",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087561",0,0,0,1,0,0,0,1,0,1
"ENSMUSG00000087563",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087564",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087565",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087568",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087569",0.500024868173571,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087570",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087571",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087574",9,33,18,26,27,28,20,34,21,25
"ENSMUSG00000087575",1.08381197791497,17.4358895541406,6.05871649130629,10.2936980767394,18.2541132437978,12.2426555954002,22.3172310042604,13.6049414182381,24.9840160834799,18.8099832632954
"ENSMUSG00000087577",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087578",7,33,9,20,28,31,22,18,34,19
"ENSMUSG00000087579",4.56471015967724,25.0006673889022,18.0012614744451,30.9134333095632,20.5810866671997,14,24,17,22,21
"ENSMUSG00000087581",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087582",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087584",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087585",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087586",1,1,0,3,1,1,0,1,1,0
"ENSMUSG00000087587",0,0,0,0,1,0,1,0,0,1
"ENSMUSG00000087588",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087589",6,15,5,10,11,12,13,3,12,4
"ENSMUSG00000087590",48,28,96,37,41,60,48,25,28,38
"ENSMUSG00000087591",0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000087592",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087593",1,27,7,24,37,40,45,23,23,27
"ENSMUSG00000087595",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087596",0,1,1,0,2,0,0,0,1,1
"ENSMUSG00000087597",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087598",66.0048372556591,161.005094589249,130.001725211883,156.127693811369,174.348188555869,108.043733820977,132.91954784421,111.112731761463,152.774785471238,125.040558491722
"ENSMUSG00000087600",0,0,0,0,1,0,1,0,0,2
"ENSMUSG00000087601",0,2,0,0,1,0,2,0,0,0
"ENSMUSG00000087602",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087603",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087604",0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000087605",0,0,0,0,1,0,0,1,1,0
"ENSMUSG00000087606",0,2,2,1,0,0,3,1.01540434596328,2,3
"ENSMUSG00000087607",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087608",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087609",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087610",0,16,2,5,7,17,15,7,14,4
"ENSMUSG00000087611",36,3,70,14,7,12,1,3,2,5
"ENSMUSG00000087612",1,1,1,2,6,1,1,1,0,2
"ENSMUSG00000087613",1.00026944039825,4.06359475813401,0,1.00264867496194,8.00232045615817,2.02210404445668,5.00110554126436,0,3.00035865386974,2.00024708687789
"ENSMUSG00000087614",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087615",0,0,1.00003781026834,0,4.00017814079654,0,0,2.00006503621013,0,0
"ENSMUSG00000087616",0.635742620050401,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087617",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087618",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087620",2,161,30.1943668178756,113,177,69,110,167,166,99
"ENSMUSG00000087621",0,1,0,1,4,0,0,0,0,3
"ENSMUSG00000087622",0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000087623",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087624",4,3,6,2,3,12,4,5,1,10
"ENSMUSG00000087625",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087626",0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000087627",19.1026713926958,5.60468776084702,17.0072376113267,17.2280392618861,11.640034911881,14.7416606957521,15.3745998601225,12.4955310559356,5.81766753628452,9
"ENSMUSG00000087628",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087629",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087630",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087632",0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000087633",2,0,0,0,1,2,3,1,1,1
"ENSMUSG00000087635",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087636",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087637",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087638",0,0,0,0,0,1,2,0,0,0
"ENSMUSG00000087639",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087640",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087641",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087642",9,24,4,2,8,5,0,4,2,13
"ENSMUSG00000087643",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087644",2,4,1,2,2,3,2,1,1,2
"ENSMUSG00000087646",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087647",0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000087648",0,3,2,1,3,1,0,2,6,0
"ENSMUSG00000087649",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087651",12,102,40,81,110,120,109,88,122,98
"ENSMUSG00000087652",2,21,3,7,15,3,22,16,21,16
"ENSMUSG00000087654",0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000087657",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087658",3,1,0,2,2,4,1,0,0,3
"ENSMUSG00000087659",3,1,0,2,0,1,0,0,1,0
"ENSMUSG00000087660",0,1.00062094311858,3.00174244713613,3.00229550198737,4.00200422939179,1,4.40274581281365,0,1,2.24012169957906
"ENSMUSG00000087662",17.1111438758518,10.578997471909,15.9270503154579,12.3092956766754,6.42777557589822,6.12200180134572,7.26260027354616,7.77324783446336,6.78944242002308,1.08070571997869
"ENSMUSG00000087663",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087666",0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000087667",1,0,1,0,0,0,0,0,0,0
"ENSMUSG00000087668",2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087669",2,0,6,1,0,0,0,1,0,2
"ENSMUSG00000087670",5,1,0,0,4,0,0,0,1,0
"ENSMUSG00000087672",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087674",0,2,0,0,0,0,0,1,0,0
"ENSMUSG00000087675",2,6,3,9,12,11,6,5,12,12
"ENSMUSG00000087677",3,0,7,1,0,0,0,0,0,0
"ENSMUSG00000087678",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087679",386,775,825,728,971,879,686,557,637,522.936140809487
"ENSMUSG00000087681",2,3,3,4,7,3,5,6,4,2
"ENSMUSG00000087682",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087683",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087684",1.00006287660526,2.00011475843513,1.00003071165712,0,1.136589571331,1.00009087742484,3.00028415864396,3.00061904273039,1.00007779053377,2.0002113749864
"ENSMUSG00000087685",1,3,1,2,0,1,0,1,2,0
"ENSMUSG00000087687",162,109,184,118,133,162,96,75,101,72
"ENSMUSG00000087688",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087689",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087690",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087691",2,1,0,0,0,0,0,0,1,0
"ENSMUSG00000087692",0,0,3,0,1,3,1,1,1,0
"ENSMUSG00000087693",0,0,0,0,2,2,1,1,0,0
"ENSMUSG00000087694",22,491,105,299.333123159011,494.069423008934,358.765963203754,385.000436206588,400,449.603203727009,327.163944605557
"ENSMUSG00000087695",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087698",1,16,2,12,15,15,16,29,24,7
"ENSMUSG00000087700",1,5,3,2,1,1,1,4,10,4
"ENSMUSG00000087701",0,1.26118373687838,1.23714097057267,0,0,0,0,0,0,0
"ENSMUSG00000087702",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087703",1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087704",0,2,0,0,0,0,0,0,0,0
"ENSMUSG00000087707",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087708",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087712",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087714",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087715",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087717",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087718",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087719",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087720",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087722",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087723",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087724",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087734",0,0,1,0,0,0,0,0,0,1
"ENSMUSG00000087736",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087739",0,1,1,1,0,0,0,1,0,0
"ENSMUSG00000087742",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087746",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087747",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087752",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087754",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087760",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087761",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087764",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087765",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087769",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087772",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087775",0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000087776",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087777",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087780",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087781",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087782",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087790",0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000087792",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087793",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087795",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087796",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087800",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087802",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087804",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087805",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087806",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087808",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087810",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087812",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087813",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087815",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087816",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087819",0,0,0,1,0,0,0,2,2,1
"ENSMUSG00000087820",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087823",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087825",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087831",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087832",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087835",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087839",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087841",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087842",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087844",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087847",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087850",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087855",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087857",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087858",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087861",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087862",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087867",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087870",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087871",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087873",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087875",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087878",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087880",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087881",4,1,1,3,2,0,3,0,1,0
"ENSMUSG00000087883",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087884",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087887",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087892",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087893",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087894",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087897",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087899",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087903",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087908",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087912",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087916",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087917",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087919",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087922",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087923",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087924",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087926",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087929",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087930",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087932",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087933",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087935",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087936",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087937",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087938",0,1,0,3,0,0,0,0,0,0
"ENSMUSG00000087939",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087940",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087942",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087947",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087949",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087950",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087954",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087963",0,0,0,0,2,0,0,0,0,0
"ENSMUSG00000087964",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087966",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087967",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087968",1,0,0,0,0,0,2,0,0,0
"ENSMUSG00000087973",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087980",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087985",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087987",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087990",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087992",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087993",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087995",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000087997",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088001",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088002",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088005",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088008",1,0,0,0,0,1,1,0,0,2
"ENSMUSG00000088009",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088015",0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000088018",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088019",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088020",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088021",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088025",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088027",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088037",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088039",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088040",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088041",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088043",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088044",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088045",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088046",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088047",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088048",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088050",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088051",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088054",0,1,6,1,3,0,2,4,2,1
"ENSMUSG00000088055",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088058",0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000088060",0,0,2,0,0,0,0,0,0,0
"ENSMUSG00000088068",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088071",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088073",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088076",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088084",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088088",1,3,1,0,1,0,1,0,0,1
"ENSMUSG00000088093",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088094",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088095",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088098",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088103",0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000088104",0,0,0,0,0,0,0,0,0,0
